code,name,foreign_name,group_code,group_name,brand,subgroup,uom,sales_uom,price,currency,valid,frozen,sellable,stocked,on_hand,committed,on_order,created,updated,series,warranty,stock_WH-1,stock_WH-2,stock_WH-3,stock_WH-4
(AL)6UA3I3,Acry LuxA3-I3,6លើ Acry Lux A3-I3,101,Materials,Ruthinium,Acrylic Tooth 6 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)6UA3I4,Acry LuxA3-I4,6លើ Acry Lux A3-I4,101,Materials,Ruthinium,Acrylic Tooth 6 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)6UA3L1,Acry LuxA3-L1,6លើ Acry Lux A3-L1,101,Materials,Ruthinium,Acrylic Tooth 6 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)6UA3L2,Acry LuxA3-L2,6លើ Acry Lux A3-L2,101,Materials,Ruthinium,Acrylic Tooth 6 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)6UA3L3,Acry LuxA3-L3,6លើ Acry Lux A3-L3,101,Materials,Ruthinium,Acrylic Tooth 6 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)6UA3L4,Acry LuxA3-L4,6លើ Acry Lux A3-L4,101,Materials,Ruthinium,Acrylic Tooth 6 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2M1,Acry Lux A2-M1,ថ្គាមក្រោមAcry Lux A2-M1,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2M2,Acry Lux A2-M2,ថ្គាមក្រោមAcry Lux A2-M2,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2M3,Acry Lux A2-M3,ថ្គាមក្រោមAcry Lux A2-M3,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2M4,Acry Lux A2-M4,ថ្គាមក្រោមAcry Lux A2-M4,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2M5,Acry Lux A2-M5,ថ្គាមក្រោមAcry Lux A2-M5,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2N1,Acry Lux A2-N1,ថ្គាមក្រោមAcry Lux A2-N1,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2N2,Acry Lux A2-N2,ថ្គាមក្រោមAcry Lux A2-N2,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA2N3,Acry Lux A2-N3,ថ្គាមក្រោមAcry Lux A2-N3,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3M1,Acry Lux A3-M1,ថ្គាមក្រោមAcry Lux A3-M1,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3M2,Acry Lux A3-M2,ថ្គាមក្រោមAcry Lux A3-M2,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3M3,Acry Lux A3-M3,ថ្គាមក្រោមAcry Lux A3-M3,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3M4,Acry Lux A3-M4,ថ្គាមក្រោមAcry Lux A3-M4,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3M5,Acry Lux A3-M5,ថ្គាមក្រោមAcry Lux A3-M5,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3N1,Acry Lux A3-N1,ថ្គាមក្រោមAcry Lux A3-N1,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3N2,Acry Lux A3-N2,ថ្គាមក្រោមAcry Lux A3-N2,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8LA3N3,Acry Lux A3-N3,ថ្គាមក្រោមAcry Lux A3-N3,101,Materials,Ruthinium,Acrylic Tooth 8 Lower,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2M1,?Acry LuxA2-M1,ថ្គាមលើ​ Acry Lux A2-M1,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2M2,Acry LuxA2-M2,ថ្គាមលើ Acry Lux A2-M2,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2M3,?Acry LuxA2-M3,ថ្គាមលើ​ Acry Lux A2-M3,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2M4,??Acry LuxA2-M4,ថ្គាមលើ​​ Acry Lux A2-M4,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2M5,Acry LuxA2-M5,ថ្គាមលើ Acry Lux A2-M5,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2N1,?Acry LuxA2-N1,ថ្គាមលើ​ Acry Lux A2-N1,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2N2,???Acry LuxA2-N2,ថ្គាមលើ​​​ Acry Lux A2-N2,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA2N3,?Acry LuxA2-N3,ថ្គាមលើ​ Acry Lux A2-N3,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3M1,Acry Lux A3-M1,ថ្គាមលើAcry Lux A3-M1,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3M2,Acry Lux A3-M2,ថ្គាមលើAcry Lux A3-M2,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3M3,Acry Lux A3-M3,ថ្គាមលើAcry Lux A3-M3,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3M4,Acry Lux A3-M4,ថ្គាមលើAcry Lux A3-M4,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3M5,Acry Lux A3-M5,ថ្គាមលើAcry Lux A3-M5,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3N1,Acry Lux A3-N1,ថ្គាមលើAcry Lux A3-N1,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3N2,Acry Lux A3-N2,ថ្គាមលើAcry Lux A3-N2,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(AL)8UA3N3,Acry Lux A3-N3,ថ្គាមលើAcry Lux A3-N3,101,Materials,Ruthinium,Acrylic Tooth 8 Upper,Set,Set,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BIBBLUE,Blossom Bibs,BLossom Bibខៀវ,101,Materials,Blossom,Gloves,Packs,Packs,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BIBGREEN,Blossom Bibs,BLossom Bib ប៉ៃតង,101,Materials,Blossom,Bibs,Packs,Packs,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM41325-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM41326-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM41327-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM44895-C-NIT-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM44896-C-NIT-PF,Blossom Nitrile COATS,Blossom Nitrile COATS,101,Materials,Blossom,Bibs,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM44897-C-NIT-PF,Blossom Nitrile COATS,Blossom Nitrile COATS,101,Materials,Blossom,Bibs,,,8.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM46385-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM46386-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM46387-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM48587-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM48588-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM49485-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM49486-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM49487-N-PF,Blossom Nitrile,Blossom Nitrile,101,Materials,Blossom,Bibs,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM68895-C-LTX-PF,Blossom Latex COATS,Blossom Latex COATS,101,Materials,Blossom,Bibs,,,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM68896-C-LTX-PF,Blossom Latex COATS,Blossom Latex COATS,101,Materials,Blossom,Bibs,,,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BM68897-C-LTX-PF,Blossom Latex COATS,Blossom Latex COATS,101,Materials,Blossom,Bibs,,,6.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)BMCR-33953,?Blossom? 3/8x1/2 ?10mm,​Blossom​ 3/8x1/2 ​10mm,101,Materials,Blossom,Bibs,,,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)IG-KC-B4501,Blossom isolation gowns BLUE,អាវខៀវ​ Blossom isolation gowns,101,Materials,Blossom,Gowns,Packs,Packs,7.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(B)IG-KC-B4502,Blossom isolation gowns GREEN,អាវប៉ៃតង ​Blossom isolation gowns,101,Materials,Blossom,Gowns,Packs,Packs,7.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)BG10,Grinding Burs BG10,BG10 ថ្មឆាបស៊ីកូ រាងកង់ឡានធំ,106,Lab Material,BAOT,,pcs,pcs,13.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)BG25,Grinding Burs BG25,BG25 ថ្មឆាបស៊ីកូ រាងត្រយោងចេក,106,Lab Material,BAOT,,pcs,pcs,5.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)BG26,Grinding Burs BG26,BG26 ថ្មឆាបស៊ីកូ រាងស៊ីឡាំងតូច,106,Lab Material,BAOT,,pcs,pcs,0.0,,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)BG30,Grinding Burs BG30,BG30 ថ្មឆាបស៊ីកូ រាងស៊ីឡាំងធំ,106,Lab Material,BAOT,,pcs,pcs,6.15,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)C104C,Flexible Polisher Coarse Grit C104C,,106,Lab Material,BAOT,,pcs,pcs,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)C104F,Flexible Polisher Fine Grit C104F,,106,Lab Material,BAOT,,pcs,pcs,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)C104M,Flexible Polisher Medium Grit C104M,,106,Lab Material,BAOT,,pcs,pcs,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)C107C,Flexible Polisher Coarse Grit C107C,,106,Lab Material,BAOT,,pcs,pcs,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)C107F,Flexible Polisher Fine Grit C107F,,106,Lab Material,BAOT,,pcs,pcs,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)C107M,Flexible Polisher Medium Grit C107M,,106,Lab Material,BAOT,,pcs,pcs,1.9,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)CN1-Fw,Polisher For Zirconia CN1-Fw,CN1-Fw white stone រាងត្រហោងចេកស្រួច,106,Lab Material,BAOT,,pcs,pcs,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)D17EF,"Polisher For Zirconia, All Cemeric Extra Fine Grit D17EF",ជ័រប៉ូលាស៊ីកូលឿងកាំកង់ 17*2.2,106,Lab Material,BAOT,,pcs,pcs,17.88,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)D17F,Polisher For Zirconia D17F,D17F ជ័រប៉ូលាស៊ីកូម៉ត់រាងកាំកង់,106,Lab Material,BAOT,,pcs,pcs,10.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)D17M,Polisher For Zirconia D17M,D17M ជ័រប៉ូលាស៊ីកូគ្រើមរាងកាំកង់,106,Lab Material,BAOT,,pcs,pcs,10.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)D1EF,"Polisher For Zirconia, All Cemeric Extra Fine Grit D1EF",ជ័រប៉ូលាស៊ីកូលឿងម៉ត់កង់ឡានសំប៉ែត 26*2,106,Lab Material,BAOT,,pcs,pcs,17.88,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)D203EF,"Polisher For Zirconia, All Cemeric Extra Fine Grit D203EF",ជ័រប៉ូលាស៊ីកូនលឿងត្រយូងចេក 6*16,106,Lab Material,BAOT,,pcs,pcs,10.38,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)D203F,Polisher For Zirconia D203F,D203F ជ័រប៉ូលាស៊ីកូម៉ត់រាងត្រយោងចេក,106,Lab Material,BAOT,,pcs,pcs,10.38,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)D203M,Polisher For Zirconia D203M,D203M ជ័រប៉ូលាស៊ីកូគ្រើមរាងត្រយោងចេក,106,Lab Material,BAOT,,pcs,pcs,10.38,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)D2AF,"Polisher For Zirconia, All Cemeric Fine Grit D2AF",ជ័រប៉ូលាស៊ីកូក្រហមថ្មមកង់ឡានសំប៉ែត 20*2,106,Lab Material,BAOT,,pcs,pcs,17.88,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)D2AM,"Polisher For Zirconia, All Cemeric Medium Grit D2AM",ជ័រប៉ូលាស៊ីកូខៀវគ្រើមកង់ឡានសំប៉ែត 20*2,106,Lab Material,BAOT,,pcs,pcs,17.88,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)D3EF,"Polisher For Zirconia, All Cemeric Extra Fine Grit D3EF",ជ័រប៉ូលាស៊ីកូលឿងកង់ឡាន 22*3,106,Lab Material,BAOT,,pcs,pcs,17.88,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)D3F,Polisher For Zirconia D3F,D3F ជ័រប៉ូលាស៊ីកូម៉ត់រាងកង់ឡានធំ,106,Lab Material,BAOT,,pcs,pcs,17.88,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)D3M,Polisher For Zirconia D3M,D3M ជ័រប៉ូលាស៊ីកូគ្រើមរាងកង់ឡានធំ,106,Lab Material,BAOT,,pcs,pcs,17.88,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)DC003A,"Zirconia Grinder For Zirconia, All Cemeric DC0034",ថ្មឆាបស៊ីកូកងឡានសំប៉ែត6.5*2,106,Lab Material,BAOT,,pcs,pcs,10.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)DC013,"Zirconia Grinder For Zirconia, All Cemeric DC013",ថ្មឆាបស៊ីកូកងឡានសំប៉ែត13*2,106,Lab Material,BAOT,,pcs,pcs,13.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)DG001,Polisher For Zirconia DG001,DG001 ថ្មឆាបស៊ីកូ រាងស៊ីឡាំងតូច,106,Lab Material,BAOT,,pcs,pcs,6.93,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)DG002,Polisher For Zirconia DG002,DG002 ថ្មឆាបស៊ីកូ រាងស៊ីឡាំងធំ,106,Lab Material,BAOT,,pcs,pcs,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)DG010B,Polisher For Zirconia DG010B,DG010B ថ្មឆាបស៊ីកូ រាងត្រយោងចេក,101,Materials,BAOT,,pcs,pcs,6.93,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)DG012B,Polisher For Zirconia DG012B,DG012B ថ្មឆាបស៊ីកូ រាងកងឡានតូច,106,Lab Material,BAOT,,pcs,pcs,7.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)FG 468,Tungsten Carbide Burs FG 468,FG 468 ផ្លាកឆ្លាក់ផ្កាធ្មេញ ហាយ,106,Lab Material,BAOT,,pcs,pcs,9.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(Baot)FL2-Fw,Polisher For Zirconia FL2-Fw,FL2-Fw white stone រាងត្រយោងចេកមូល,106,Lab Material,BAOT,,pcs,pcs,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-23,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)G-01,Mounted Stone G-01,ថ្មត្រយូងចេកឆាបសេរ៉ាមិច 6*18 (5គ្រាប់),106,Lab Material,BAOT,,Bag,Bag,1.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)G101,Stone Disc G101,ថ្មឆាបកង់ឡានខៀវ 22*3 (5គ្រាប់),106,Lab Material,BAOT,,Bag,Bag,2.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(BAOT)G-2FLUO,Glaze G-2  Zirconia Ceramic (ZCG),Baot Glaze G-2 (Fluo) Zirconia Ceramic (ZCG),106,Lab Material,BOAT,Laboratory,,,18.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-14,,,100000.0,100000.0,100000.0,0.0
(BAOT)P-01,Mounted Stone P-01,ថ្មត្រយូងចេកឆាបដែក 6*18 (5គ្រាប់),106,Lab Material,BAOT,,Bag,Bag,1.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-08-03,2026-08-04,,,100000.0,100000.0,100000.0,0.0
(CR)162770,Tweezer Meraim mm160,តំបៀត Tweezer Meriam MM160,101,Materials,CORICAMA,Tweezer,pcs,pcs,13.44,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,Diagnostic,,100000.0,100000.0,100000.0,0.0
(CR)178420,Explorer Deraible N.23/17,ដែកសុង Explorer Double N.23/17,101,Materials,CORICAMA,Explorer,pcs,pcs,12.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,Diagnostic,,100000.0,100000.0,100000.0,0.0
(CR)212410,Probe CP12S,ដែកវាស់ជំរៅអញ្ចាញProbe CP12S,101,Materials,CORICAMA,Probe,pcs,pcs,16.32,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,Periodontal,,100000.0,100000.0,100000.0,0.0
(CR)212430,Probe CP12,ដែកវាស់ជំរៅអញ្ចាញProbe CP12,101,Materials,CORICAMA,Probe,pcs,pcs,16.32,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,Periodontal,,100000.0,100000.0,100000.0,0.0
(CR)212440,Probe CP15,ដែកវាស់ជំរៅអញ្ចាញProbe CP15,101,Materials,CORICAMA,Probe,pcs,pcs,16.32,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-08-04,Periodontal,,100000.0,100000.0,100000.0,0.0
